"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R12-A0001"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 3"	"MesIngest Phase 1"	"Status: ready-for-agent"	"Status: ready-for-agent"	"8a27b57758f426729b77fe7b6419fadb9ce28159f9ce1576f62dc44155aa7d14"	"source-status-test-or-implementation-history-evidence"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"evidence-only"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001"	"not-approved"	"evidence-only-not-an-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0002"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 5"	"MesIngest Phase 1"	"Seams (confirmed): B — core `TransportDemandReconciler` + read-only HTTP API; snapshot source replaceable internally (Oracle / file / fake) for factory-copy workflow."	"Seams (confirmed): B — core `TransportDemandReconciler` + read-only HTTP API; snapshot source replaceable internally (Oracle / file / fake) for factory-copy workflow."	"5090682c4f7f4fae6fd130986027209739010ce28f78fe68a364bf4487ebe878"	"read-api-or-downstream-sync-contract-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-interface-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001,CF-R01-002"	"not-approved"	"responsible-interface-owner;consumer-and-compatibility-scope;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0003"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 9"	"MesIngest Phase 1 > Problem Statement"	"现场需要先稳定拿到 MES 运输候选并盯盘核验，但不能等完整派车/装载/运送状态机做完。"	"现场需要先稳定拿到 MES 运输候选并盯盘核验，但不能等完整派车/装载/运送状态机做完。开发机连不上工厂 MES Oracle，只能把程序拷到工厂机验证；因此必须能在本地用已核验快照推进接入逻辑，并在工厂机做真实连通与人工核验。当前若把对账与调度绑在同一模块，会阻塞第一期交付。"	"d1183cdc155631f02727bc56401c4f3e5ab221411952f5af334259adee60cc2a"	"operator-watch-ux-and-operability-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001"	"not-approved"	"operator-workflow-owner;approved-usability-and-operability-scope;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0004"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 9"	"MesIngest Phase 1 > Problem Statement"	"开发机连不上工厂 MES Oracle，只能把程序拷到工厂机验证；"	"现场需要先稳定拿到 MES 运输候选并盯盘核验，但不能等完整派车/装载/运送状态机做完。开发机连不上工厂 MES Oracle，只能把程序拷到工厂机验证；因此必须能在本地用已核验快照推进接入逻辑，并在工厂机做真实连通与人工核验。当前若把对账与调度绑在同一模块，会阻塞第一期交付。"	"c418f09ba29c9b11fa8b93f043dae4e4e2a0f91e40aa73cf53c040fae4845c39"	"factory-or-product-acceptance-condition-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-acceptance-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:R11-factory-run-and-query-evidence"	"BOUND-R12-001,RES-R11-001,BOUND-R11-001"	"not-approved"	"responsible-acceptance-owner;approved-test-object-environment-and-evidence-package;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0005"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 9"	"MesIngest Phase 1 > Problem Statement"	"因此必须能在本地用已核验快照推进接入逻辑，并在工厂机做真实连通与人工核验。"	"现场需要先稳定拿到 MES 运输候选并盯盘核验，但不能等完整派车/装载/运送状态机做完。开发机连不上工厂 MES Oracle，只能把程序拷到工厂机验证；因此必须能在本地用已核验快照推进接入逻辑，并在工厂机做真实连通与人工核验。当前若把对账与调度绑在同一模块，会阻塞第一期交付。"	"872346fcc31b508af631a71c5960b5bb479cbdd197f8e470097fca4378e5d0f2"	"historical-product-capability-or-operational-behavior-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-product-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001"	"not-approved"	"approved-product-scope-source;responsible-product-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0006"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 9"	"MesIngest Phase 1 > Problem Statement"	"当前若把对账与调度绑在同一模块，会阻塞第一期交付。"	"现场需要先稳定拿到 MES 运输候选并盯盘核验，但不能等完整派车/装载/运送状态机做完。开发机连不上工厂 MES Oracle，只能把程序拷到工厂机验证；因此必须能在本地用已核验快照推进接入逻辑，并在工厂机做真实连通与人工核验。当前若把对账与调度绑在同一模块，会阻塞第一期交付。"	"3925e550e7323fd4f25551899529d80287dcd55f135d858a7f2cf95d50391640"	"historical-product-capability-or-operational-behavior-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-product-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001"	"not-approved"	"approved-product-scope-source;responsible-product-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0007"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 13"	"MesIngest Phase 1 > Solution"	"交付独立的 **MesIngest（MES 任务接入）**：Windows Service 常驻轮询只读 `MES_TASK_UNION`，对账并投影为带稳定 `DemandId` 的 **TransportDemand**（`VISIBLE` / `GONE`），写入 SQL Server；"	"交付独立的 **MesIngest（MES 任务接入）**：Windows Service 常驻轮询只读 `MES_TASK_UNION`，对账并投影为带稳定 `DemandId` 的 **TransportDemand**（`VISIBLE` / `GONE`），写入 SQL Server；经本机 Kestrel **只读 HTTP** 供 WPF 盯盘与外部程序共用读取。关闭 WPF 不停 Service。一期不做派车、装载、运送与人工永久抑制。"	"debb372ef6dfc27ea36e414665ff4f579e12ba93e23155a4f799d2c08c3a1523"	"embedded-local-technical-design-or-test-decision"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"exclude-from-requirement-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:ADR-mes-0007,MES_TASK_UNION-query-materials"	"BOUND-R12-001,CF-R01-001,CF-R01-002,RES-R11-001,BOUND-R11-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-technical-decision-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0008"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 13"	"MesIngest Phase 1 > Solution"	"经本机 Kestrel **只读 HTTP** 供 WPF 盯盘与外部程序共用读取。"	"交付独立的 **MesIngest（MES 任务接入）**：Windows Service 常驻轮询只读 `MES_TASK_UNION`，对账并投影为带稳定 `DemandId` 的 **TransportDemand**（`VISIBLE` / `GONE`），写入 SQL Server；经本机 Kestrel **只读 HTTP** 供 WPF 盯盘与外部程序共用读取。关闭 WPF 不停 Service。一期不做派车、装载、运送与人工永久抑制。"	"607951d5f8927c8d253dcd59d8a2f7c9e62ef9eb634ec2fc0da2521ca75b53c8"	"embedded-local-technical-design-or-test-decision"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"exclude-from-requirement-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:ADR-mes-0007"	"BOUND-R12-001,CF-R01-002"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-technical-decision-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0009"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 13"	"MesIngest Phase 1 > Solution"	"关闭 WPF 不停 Service。"	"交付独立的 **MesIngest（MES 任务接入）**：Windows Service 常驻轮询只读 `MES_TASK_UNION`，对账并投影为带稳定 `DemandId` 的 **TransportDemand**（`VISIBLE` / `GONE`），写入 SQL Server；经本机 Kestrel **只读 HTTP** 供 WPF 盯盘与外部程序共用读取。关闭 WPF 不停 Service。一期不做派车、装载、运送与人工永久抑制。"	"9f5d9e3ed30ac719fba82e4844d0f3a587bc291630e6ae3d54dcab068a2ad280"	"embedded-local-technical-design-or-test-decision"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"exclude-from-requirement-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:ADR-mes-0007"	"BOUND-R12-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-technical-decision-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0010"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 13"	"MesIngest Phase 1 > Solution"	"一期不做派车、装载、运送与人工永久抑制。"	"交付独立的 **MesIngest（MES 任务接入）**：Windows Service 常驻轮询只读 `MES_TASK_UNION`，对账并投影为带稳定 `DemandId` 的 **TransportDemand**（`VISIBLE` / `GONE`），写入 SQL Server；经本机 Kestrel **只读 HTTP** 供 WPF 盯盘与外部程序共用读取。关闭 WPF 不停 Service。一期不做派车、装载、运送与人工永久抑制。"	"fdd81da013214e57aa481a9cf9a8a84a9f8f422bf0fe8f8927f050051572d2a4"	"transport-demand-lifecycle-business-rule-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-business-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-paragraph; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001,CF-R01-001"	"not-approved"	"authoritative-business-source;responsible-business-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R12-A0011"	"R12"	"R12-17"	".scratch/mes-ingest-phase-1/spec.md"	"0119b0f6b64658928f5f01f5c600dd7cd2d0199f6f30b1a9407620fd2b251f90"	"line 17"	"MesIngest Phase 1 > User Stories"	"As a factory operator, I want a always-on service that keeps polling MES without me opening a window, so that transport demands stay current even when the watch UI is closed."	"As a factory operator, I want a always-on service that keeps polling MES without me opening a window, so that transport demands stay current even when the watch UI is closed."	"8895f6a25592bd9d9505aec92b23b381d224a6cbfc6d27019dedb2d6c0eea272"	"operator-watch-ux-and-operability-candidate"	"ready-for-agent-internal-implementation-spec-without-four-factor-requirement-approval"	"historical-MesIngest-phase-1-scope-current-applicability-needs-source-binding-and-reapproval"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R12-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R12-SPEC-MIXED; current-applicability:MesIngest Phase 1 implementation spec; possible decision summaries are mixed with architecture, defaults, UI/API and delivery design.; ledger-history:Created from internal planning and upstream MES/ADR material; ready-for-agent or confirmed wording is not a four-element approval record.; upstream-reference:no-explicit-upstream-reference-in-atomic-unit"	"BOUND-R12-001"	"not-approved"	"operator-workflow-owner;approved-usability-and-operability-scope;named-approver;approval-date;approved-scope;version-or-sha256-binding"
