"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R11-A0001"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 3-4"	"MES 工厂首轮执行与回传清单"	"本清单用于验证当前 `MES_TASK_UNION`（含六类任务）、客户六分支基线、性能，以及导入后 PACKAGE 未覆盖清单。"	"本清单用于验证当前 `MES_TASK_UNION`（含六类任务）、客户六分支基线、性能，以及导入后 PACKAGE 未覆盖清单。 本机不能连接 MES，因此“工厂通过”只能在完成回传导入后确认。"	"8d5bf418f64a40031f956bd690f351acecbdea61ea61cbb09ad7518928df3b4c"	"factory-run-procedure-or-local-tooling-design"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"exclude-from-requirement-approval"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-query-or-tooling-design-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0002"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 3-4"	"MES 工厂首轮执行与回传清单"	"本机不能连接 MES，因此“工厂通过”只能在完成回传导入后确认。"	"本清单用于验证当前 `MES_TASK_UNION`（含六类任务）、客户六分支基线、性能，以及导入后 PACKAGE 未覆盖清单。 本机不能连接 MES，因此“工厂通过”只能在完成回传导入后确认。"	"172e77ee7dbbf255f696978b15d2289597574f855a1c0534c1b1dc21212e1349"	"factory-acceptance-condition-candidate"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"needs-acceptance-owner-and-explicit-approval"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"responsible-acceptance-owner;approved-test-object-and-environment-scope;acceptance-evidence-package;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0003"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 6-8"	"MES 工厂首轮执行与回传清单"	"**不再要求客户批准文件。"	"**不再要求客户批准文件。** 可选写入实验记录（谁/何时/备注）。 **来回用文件夹拷贝即可**，不必压缩、不必校验 SHA-256。 密码与已填写的 `mes-config.ini` 只留在工厂机本地，**拷出/拷回前删除**，永不进仓库。"	"310dab40de1cdc6d2cb60dfd7abcb1d9cf0d721fcc55d15e9e3266c219e6bf08"	"superseded-factory-run-governance-claim"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"historical-governance-evidence-only"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"evidence-only-not-an-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0004"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 6-8"	"MES 工厂首轮执行与回传清单"	"** 可选写入实验记录（谁/何时/备注）。"	"**不再要求客户批准文件。** 可选写入实验记录（谁/何时/备注）。 **来回用文件夹拷贝即可**，不必压缩、不必校验 SHA-256。 密码与已填写的 `mes-config.ini` 只留在工厂机本地，**拷出/拷回前删除**，永不进仓库。"	"e27c6f82b464483331cd92bb5b4c9f15df5ae6e075f4c983fa80a3ebf6f49353"	"superseded-factory-run-governance-claim"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"historical-governance-evidence-only"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"evidence-only-not-an-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0005"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 6-8"	"MES 工厂首轮执行与回传清单"	"**来回用文件夹拷贝即可**，不必压缩、不必校验 SHA-256。"	"**不再要求客户批准文件。** 可选写入实验记录（谁/何时/备注）。 **来回用文件夹拷贝即可**，不必压缩、不必校验 SHA-256。 密码与已填写的 `mes-config.ini` 只留在工厂机本地，**拷出/拷回前删除**，永不进仓库。"	"f0fb7c1f6caed4f5b5a1c7c066f7767a19f277e75c13116091f0fdaefc7bef49"	"superseded-factory-run-governance-claim"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"historical-governance-evidence-only"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"evidence-only-not-an-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0006"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"lines 6-8"	"MES 工厂首轮执行与回传清单"	"密码与已填写的 `mes-config.ini` 只留在工厂机本地，**拷出/拷回前删除**，永不进仓库。"	"**不再要求客户批准文件。** 可选写入实验记录（谁/何时/备注）。 **来回用文件夹拷贝即可**，不必压缩、不必校验 SHA-256。 密码与已填写的 `mes-config.ini` 只留在工厂机本地，**拷出/拷回前删除**，永不进仓库。"	"d0091bf95ce2dd7b327e7a203ec2ec15d711c93c0140654e131babdace93a176"	"factory-credential-or-sensitive-data-handling-candidate"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"needs-security-owner-and-explicit-approval"	"document-route:R11-candidate; unit-kind:markdown-paragraph; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"responsible-security-owner;bound-readonly-query-and-sensitive-data-handling-scope;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0007"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"line 12"	"MES 工厂首轮执行与回传清单 > 一、本机准备"	"[x] 运行结构检查：`python mes/tools/check_structure.py`"	"[x] 运行结构检查：`python mes/tools/check_structure.py`"	"dac8ce48f2b1990c4502430e69636b14ea207a3d29f07d377185ca978c877e18"	"factory-run-procedure-or-local-tooling-design"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"exclude-from-requirement-approval"	"document-route:R11-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-query-or-tooling-design-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0008"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"line 13"	"MES 工厂首轮执行与回传清单 > 一、本机准备"	"[x] 运行测试：`python -m unittest discover -s mes/tests -p ""test_*.py""`"	"[x] 运行测试：`python -m unittest discover -s mes/tests -p ""test_*.py""`"	"0fa44d376a5b8bad749f2749349094c164ebd897f9dbe53674fdca44edc0668b"	"factory-run-procedure-or-local-tooling-design"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"exclude-from-requirement-approval"	"document-route:R11-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-query-or-tooling-design-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0009"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"line 14"	"MES 工厂首轮执行与回传清单 > 一、本机准备"	"[x] 构建一次性实验 bundle："	"[x] 构建一次性实验 bundle："	"e93aca8ef9fa68087284f59b7bb4e90c71112be61d1debf4d4e61b7e097f178d"	"factory-run-procedure-or-local-tooling-design"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"exclude-from-requirement-approval"	"document-route:R11-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"authoritative-requirement-source-if-behavior-is-required;separate-query-or-tooling-design-review;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R11-A0010"	"R11"	"R11-03"	"mes/docs/工厂首轮执行与回传清单.md"	"8305057b5f665d02b4891d88d3cf66afcc9b9f141757a19f7339c35bc91447fa"	"line 23"	"MES 工厂首轮执行与回传清单 > 一、本机准备"	"[x] 将文件夹 `mes/.dist/mes-task-union-validation` 整体拷到工厂机（无需压缩、无需 SHA-256）。"	"[x] 将文件夹 `mes/.dist/mes-task-union-validation` 整体拷到工厂机（无需压缩、无需 SHA-256）。"	"96a6299ade744694c3e717e57bd4fcf6f03e1e320e551af16ec358107cc66150"	"superseded-factory-run-governance-claim"	"mixed-unapproved-acceptance-plan-and-limited-run-summary;run-authorization-is-not-requirement-approval"	"8005-factory-MES-readonly-run-and-limited-observation"	"historical-governance-evidence-only"	"document-route:R11-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R11-A/E; ledger-history:Formed in 5718541; ffe1f49 changed five branches to six, removed approval/hash requirements and backfilled observed results."	"RES-R11-001,BOUND-R11-001"	"not-approved"	"evidence-only-not-an-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
