"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R03-A0001"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 23"	"UC-001 放入完工批次产品到仓位 > 描述"	"生产操作员扫描工单上的子批号条形码或者手动输入子批号，多仓位AGV打开存放这批完工产品所需空闲仓位（一个或多个），生产操作员存放产品后手动关闭仓位仓门。"	"生产操作员扫描工单上的子批号条形码或者手动输入子批号，多仓位AGV打开存放这批完工产品所需空闲仓位（一个或多个），生产操作员存放产品后手动关闭仓位仓门。"	"5894a583703ab9e849e8d21fdd9680b58436336a2b5d98a7cee5e597885a9c46"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0002"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 27"	"UC-001 放入完工批次产品到仓位 > 触发条件"	"多仓位AGV到达指定站点，且生产操作员需要运送子批次完工产品到指定位置"	"多仓位AGV到达指定站点，且生产操作员需要运送子批次完工产品到指定位置"	"06a52bc8e6f5c82b36de646dcefe575e40b26c9a9ba12c47feaafefa3eeabf00"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0003"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 31"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"**系统与接口**"	"**系统与接口**"	"3ebd55ac387dc508463d734928efe883b5e14b2a37cc2e3f32549fbe6f0c895f"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0004"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 33"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"MES 在线"	"MES 在线"	"fd3ffb85838c070302427bcb9005550db58f6367d5412df54e6953086cfbb4ff"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0005"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 34"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"多仓位 AGV 存在空闲仓位"	"多仓位 AGV 存在空闲仓位"	"f05fb8ce816604760ddd02b8905e0d3f325b6c330baab96f34303299badedda2"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0006"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 36"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"**设备与硬件**"	"**设备与硬件**"	"13e5d3eea98f350a7ed75e31324383178059d0559988511fdf99ac5ceae31bfe"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0007"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 38"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"IO 模块通信正常"	"IO 模块通信正常"	"1a46e99f78afa220e47fa7cd74e701d41d1a8a974338abe45afad67d774368de"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0008"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 39"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"所有仓位仓门均处于关闭状态"	"所有仓位仓门均处于关闭状态"	"c0a8e229c989d4e6446b86bfb0a95d18ffe67b4a1174dacade8f12ba6935e9c5"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0009"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 41"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"**任务与数据**"	"**任务与数据**"	"5bfdffb4ab17169db8542307c5a2c622f40250bf698bae32773fe13b27236cf1"	"business-use-case-behavior-candidate"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"needs-source-and-explicit-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R03-A0010"	"R03"	"R03-01"	"requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md"	"2eb915704d97aaa54decb651c73127ca42b5d61f55200d6e2ad24cdb08bfa809"	"line 43"	"UC-001 放入完工批次产品到仓位 > 前置条件"	"该站点存在至少一个已从 MES 同步到本地数据库的搬运任务（多仓位 AGV 正是因为该任务才到达此站点），此时尚不确定具体是哪个子批号，需等操作员扫码/输入后才能确定"	"该站点存在至少一个已从 MES 同步到本地数据库的搬运任务（多仓位 AGV 正是因为该任务才到达此站点），此时尚不确定具体是哪个子批号，需等操作员扫码/输入后才能确定"	"2584ab39071679c1ed88f58f42eeb93511429c11fe81e68898acb07c17aa0619"	"embedded-internal-design-derivation"	"unapproved-human-review-candidate"	"site-operation-and-slot-closure"	"exclude-from-requirement-approval"	"document-route:R03-C; [UC-001](../../../../requirement-documents/03-use-cases/01-site-operations/uc-001-load-completed-lot-into-slot.md) `2eb915704d97`；`96→0b→48→ec→49`; 由原始站点搬运场景和 UC/BR 持续扩展；关联 BR-001/012/013/014；范围是起点装货、多花篮/多仓位、自动 LoadBatch 提交"	"none-found-within-r03-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing"
