"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R05-A0001"	"R05"	"R05-01"	"requirement-documents/05-test-cases/01-site-operations/tc-001-pending-slot-exists-pass.md"	"43855625b2474f4721c25c25f5fe7cbb3db95cc2ce8af986348fe03110425c4a"	"line 17"	"TC-001 无剩余任务时本站结束资格通过 > Preconditions 前置条件"	"车辆满足 StationDepartureWaiting，操作员身份有效，当前无剩余待装任务。"	"车辆满足 StationDepartureWaiting，操作员身份有效，当前无剩余待装任务。"	"3925d6ebaecf34a81c1ce1f9ca6a47176b82a9cf8dc20249afb1c8e6c308b037"	"identity-security-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-identity-role-and-session"	"needs-security-role-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-001; scenario-role:precondition; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `43855625b247` / H1; derived object: FR-003 AC-1"	"TQ-R05-001"	"not-approved"	"role-authorization-source;security-or-business-owner;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0002"	"R05"	"R05-01"	"requirement-documents/05-test-cases/01-site-operations/tc-001-pending-slot-exists-pass.md"	"43855625b2474f4721c25c25f5fe7cbb3db95cc2ce8af986348fe03110425c4a"	"line 21"	"TC-001 无剩余任务时本站结束资格通过 > Test Steps 测试步骤"	"操作员点击“本站装货完成”。"	"操作员点击“本站装货完成”。"	"05688d8f468519c21d9796830b7bc7a686b01df20da92efc5a60c8ca57db3d38"	"operator-HMI-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-onboard-HMI-and-site-operation"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-001; scenario-role:action; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `43855625b247` / H1; derived object: FR-003 AC-1"	"TQ-R05-001"	"not-approved"	"operator-or-product-owner;project-station-or-configuration-scope;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0003"	"R05"	"R05-01"	"requirement-documents/05-test-cases/01-site-operations/tc-001-pending-slot-exists-pass.md"	"43855625b2474f4721c25c25f5fe7cbb3db95cc2ce8af986348fe03110425c4a"	"line 25"	"TC-001 无剩余任务时本站结束资格通过 > Expected Result 预期结果"	"系统核验通过，无需显示剩余任务二次确认，进入 FR-004。"	"系统核验通过，无需显示剩余任务二次确认，进入 FR-004。"	"f19fe5602f229148ee56d51cba4b937aaf2eec7e4ecf26b6e903bb40d3ef62b8"	"operator-HMI-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-onboard-HMI-and-site-operation"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-001; scenario-role:outcome; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `43855625b247` / H1; derived object: FR-003 AC-1"	"TQ-R05-001"	"not-approved"	"operator-or-product-owner;project-station-or-configuration-scope;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0004"	"R05"	"R05-01"	"requirement-documents/05-test-cases/01-site-operations/tc-001-pending-slot-exists-pass.md"	"43855625b2474f4721c25c25f5fe7cbb3db95cc2ce8af986348fe03110425c4a"	"line 29"	"TC-001 无剩余任务时本站结束资格通过 > Verifies 验证对象"	"FR-003 AC-1"	"FR-003 AC-1"	"238295e8cfac5dcedb685cb4b46dc70c1d70b7e7dd094aa5e6cda901da71cd17"	"verification-traceability-evidence"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-site-operation-and-stop-closure"	"evidence-only"	"document-route:R05-C1; scenario:TC-001; scenario-role:verification; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `43855625b247` / H1; derived object: FR-003 AC-1"	"TQ-R05-001"	"not-approved"	"authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0005"	"R05"	"R05-02"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"line 17"	"TC-002 有剩余任务时要求二次确认 > Preconditions 前置条件"	"车辆满足 StationDepartureWaiting，当前仍有两个尚未开始的待装 DemandId。"	"车辆满足 StationDepartureWaiting，当前仍有两个尚未开始的待装 DemandId。"	"78273e4449e4f58e89a842d49018037fc80df6997dd2d5bfec5b4153abf67825"	"internal-state-or-architecture-derivation"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-internal-site-operation-state-model"	"exclude-from-requirement-approval"	"document-route:R05-C1; scenario:TC-002; scenario-role:precondition; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `a085fcda33c0` / H1; derived object: FR-003 AC-2"	"TQ-R05-001"	"not-approved"	"authoritative-requirement-source;independent-approval-unit-reframing;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0006"	"R05"	"R05-02"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"line 21"	"TC-002 有剩余任务时要求二次确认 > Test Steps 测试步骤"	"操作员点击“本站装货完成”，随后分别取消和确认二次提示。"	"操作员点击“本站装货完成”，随后分别取消和确认二次提示。"	"50f33abf5ffc80c7770344982ec6934c67dfc1d1253b8f60433df6f42f38f566"	"operator-HMI-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-onboard-HMI-and-site-operation"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-002; scenario-role:action; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `a085fcda33c0` / H1; derived object: FR-003 AC-2"	"TQ-R05-001"	"not-approved"	"operator-or-product-owner;project-station-or-configuration-scope;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0007"	"R05"	"R05-02"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"line 25"	"TC-002 有剩余任务时要求二次确认 > Expected Result 预期结果"	"界面明确显示将取消 2 个任务；"	"界面明确显示将取消 2 个任务；取消提示时不结束本站，确认后才进入 FR-004。"	"62db3f45f4ae08e962036c4b30489fdc298bde3c4bb28ecf18f8404534dd0f59"	"operator-HMI-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-onboard-HMI-and-site-operation"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-002; scenario-role:outcome; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `a085fcda33c0` / H1; derived object: FR-003 AC-2"	"TQ-R05-001"	"not-approved"	"operator-or-product-owner;project-station-or-configuration-scope;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0008"	"R05"	"R05-02"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"line 25"	"TC-002 有剩余任务时要求二次确认 > Expected Result 预期结果"	"取消提示时不结束本站，确认后才进入 FR-004。"	"界面明确显示将取消 2 个任务；取消提示时不结束本站，确认后才进入 FR-004。"	"6e9e43f4842aae8d97a42c7e5e4bebe3be6bf9a6e186fa519e119db1b87d51ef"	"operator-HMI-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-onboard-HMI-and-site-operation"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R05-C1; scenario:TC-002; scenario-role:outcome; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `a085fcda33c0` / H1; derived object: FR-003 AC-2"	"TQ-R05-001"	"not-approved"	"operator-or-product-owner;project-station-or-configuration-scope;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0009"	"R05"	"R05-02"	"requirement-documents/05-test-cases/01-site-operations/tc-002-no-pending-slot-reject.md"	"a085fcda33c0de14d19a0f49f80f3bd2d70af13a1c96cdcdb011b2926938083f"	"line 29"	"TC-002 有剩余任务时要求二次确认 > Verifies 验证对象"	"FR-003 AC-2"	"FR-003 AC-2"	"d6eaf946abdab59dd7cccd393b50ed1edd29178c280af6338a4ed20d9ae63342"	"verification-traceability-evidence"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-site-operation-and-stop-closure"	"evidence-only"	"document-route:R05-C1; scenario:TC-002; scenario-role:verification; upstream-fr:FR-003; upstream-uc:UC-002; formation-history:H1:ecd0fd8-to-493ac5a; `a085fcda33c0` / H1; derived object: FR-003 AC-2"	"TQ-R05-001"	"not-approved"	"authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R05-A0010"	"R05"	"R05-03"	"requirement-documents/05-test-cases/01-site-operations/tc-003-door-or-curtain-mismatch-reject.md"	"d7654d1627349697bfcc722159cf3dae6221e6300c35d49064c0af7a2ed2f649"	"line 17"	"TC-003 未收敛或状态不明时拒绝本站结束 > Preconditions 前置条件"	"分别准备部分 LoadBatch、待卸任务、LoadCorrectionPending、断联和 DepartureSafe 无效状态。"	"分别准备部分 LoadBatch、待卸任务、LoadCorrectionPending、断联和 DepartureSafe 无效状态。"	"13dc3cfd166ae36d0ed3667fb5d50f2c583a136ff9a5236cef7d4dcb370ff513"	"safety-hardware-acceptance-candidate"	"unapproved-unexecuted-internal-derived-acceptance-draft"	"8005-site-safety-slot-hardware-and-recovery"	"needs-safety-hardware-authority-and-explicit-approval"	"document-route:R05-C1; scenario:TC-003; scenario-role:precondition; upstream-fr:FR-003; upstream-uc:UC-002,UC-046; formation-history:H1:ecd0fd8-to-493ac5a; `d7654d162734` / H1; derived object: FR-003 AC-3"	"none-found-within-r05-pass"	"not-approved"	"hardware-and-IO-version-binding;safety-or-hardware-owner;risk-review-evidence;authoritative-upstream-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
