"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R13-A0001"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 3"	"RCS介绍 > RCS是什么"	"RCS 是负责统一管理和调度一群 AGV/AMR 的“大脑"	"RCS 是负责统一管理和调度一群 AGV/AMR 的“大脑"	"c6cc13d66f62e02a776861016abf4584ee68b33d246fbbe2fde530536f6043a5"	"external-platform-capability-description-claim"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-authoritative-vendor-source-if-required"	"document-route:R13-candidate; unit-kind:markdown-paragraph; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-vendor-source;bound-product-environment-build-and-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0002"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 6"	"RCS介绍 > 斯坦德RCS"	"RIoT 是 RobotInternet of Things 的缩写，以下简称为“RIoT”。"	"RIoT 是 RobotInternet of Things 的缩写，以下简称为“RIoT”。RIoT 是一个设备互联管理平台，通过标准的通信协议，实现对整厂所涉及硬件的连接和控制。软件具备低代码编程能力，可通过配置化的方式，快速搭建适配不同用户场景的搬运和控制流程，降低业务系统的开发和部署成本，让给更多的业务人员通过“托拉拽”的方式构建符合自身需求的业务流程。"	"b6bd946d4620ed17540198d0c249eeba14e9e84ae3890599ee20776ab88a0cd8"	"external-platform-capability-description-claim"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-authoritative-vendor-source-if-required"	"document-route:R13-candidate; unit-kind:markdown-paragraph; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-vendor-source;bound-product-environment-build-and-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0003"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 6"	"RCS介绍 > 斯坦德RCS"	"RIoT 是一个设备互联管理平台，通过标准的通信协议，实现对整厂所涉及硬件的连接和控制。"	"RIoT 是 RobotInternet of Things 的缩写，以下简称为“RIoT”。RIoT 是一个设备互联管理平台，通过标准的通信协议，实现对整厂所涉及硬件的连接和控制。软件具备低代码编程能力，可通过配置化的方式，快速搭建适配不同用户场景的搬运和控制流程，降低业务系统的开发和部署成本，让给更多的业务人员通过“托拉拽”的方式构建符合自身需求的业务流程。"	"5df2701449a591fc102b15748a78316a8d72e437b25754ebacf04db7eecee415"	"external-platform-capability-description-claim"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-authoritative-vendor-source-if-required"	"document-route:R13-candidate; unit-kind:markdown-paragraph; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-vendor-source;bound-product-environment-build-and-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0004"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 6"	"RCS介绍 > 斯坦德RCS"	"软件具备低代码编程能力，可通过配置化的方式，快速搭建适配不同用户场景的搬运和控制流程，降低业务系统的开发和部署成本，让给更多的业务人员通过“托拉拽”的方式构建符合自身需求的业务流程。"	"RIoT 是 RobotInternet of Things 的缩写，以下简称为“RIoT”。RIoT 是一个设备互联管理平台，通过标准的通信协议，实现对整厂所涉及硬件的连接和控制。软件具备低代码编程能力，可通过配置化的方式，快速搭建适配不同用户场景的搬运和控制流程，降低业务系统的开发和部署成本，让给更多的业务人员通过“托拉拽”的方式构建符合自身需求的业务流程。"	"24c6999dda8ed5c523e323b2faf4f5a801c4650cf416bb68b2ddd1998082fa65"	"external-platform-capability-description-claim"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-authoritative-vendor-source-if-required"	"document-route:R13-candidate; unit-kind:markdown-paragraph; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-vendor-source;bound-product-environment-build-and-version;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0005"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 9"	"RCS介绍 > 本项目如何使用RIoT"	"通过网页端访问RIoT，使用RIoT网页端功能，主要是给是实施和运维人员使用"	"通过网页端访问RIoT，使用RIoT网页端功能，主要是给是实施和运维人员使用"	"d58af991f864dbf4cb7b4d47bb60ee540ab87b18413a4d865b5535b30d9d8163"	"project-riot-integration-behavior-candidate"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-project-owner-and-explicit-approval"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-project-source;responsible-project-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0006"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 10"	"RCS介绍 > 本项目如何使用RIoT"	"通过RIoT API，可以实现部分网页端功能，但大部分主要功能都可以通过API直接控制，主要是给app使用"	"通过RIoT API，可以实现部分网页端功能，但大部分主要功能都可以通过API直接控制，主要是给app使用"	"72879d26be2ea336681b198e0d434d4529f0ac5eb830a87b27fe069b8649f610"	"project-riot-integration-behavior-candidate"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-project-owner-and-explicit-approval"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"authoritative-project-source;responsible-project-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0007"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 13"	"RCS介绍 > 如何通过网页端访问RIoT"	"打开chrome"	"打开chrome"	"e5608e78325d99127cf7214ab3aadcc6205379f65ea54f48864a8a778123dafd"	"environment-access-or-interface-discovery-note"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"evidence-only-needs-controlled-environment-binding"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"evidence-only-not-an-independent-requirement-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0008"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 14"	"RCS介绍 > 如何通过网页端访问RIoT"	"访问链接: RIoT所在ip+端口号8888，例如http://172.19.206.222:8888/"	"访问链接: RIoT所在ip+端口号8888，例如http://172.19.206.222:8888/"	"c70ea840244da0dba3d46f97cacefe1ba828963fc95765e807d2963b32d6456e"	"environment-access-or-interface-discovery-note"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"evidence-only-needs-controlled-environment-binding"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"evidence-only-not-an-independent-requirement-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0009"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 15"	"RCS介绍 > 如何通过网页端访问RIoT"	"输入账号密码登录(账号admin,密码admin)"	"输入账号密码登录(账号admin,密码admin)"	"ad1f56b148870b6a3a7d2783abf3cfdba587974df6efd03ad376e06f18601b2e"	"security-credential-and-access-boundary-candidate"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"needs-security-owner-bound-approved-auth-flow"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001,SECRET-R13-001"	"not-approved"	"responsible-security-owner;approved-credential-lifecycle-and-secret-boundary;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R13-A0010"	"R13"	"R13-01"	"rcs/01-rcs-intro.md"	"b40f96da995b13b85f48e9e8cef6d2f03328b1357ce0f3fc583b7a8848025d9f"	"line 16"	"RCS介绍 > 如何通过网页端访问RIoT"	"登入RIoT，可使用RIoT各项管理功能"	"登入RIoT，可使用RIoT各项管理功能"	"89a9062abc2fec2603aa162933dc9bdd3ea943a33904fd34c5684b0465813a2d"	"environment-access-or-interface-discovery-note"	"unapproved-project-integration-note; environment-and-api-boundaries-resolved-only-by-linked-user-decisions"	"8005-project-integration-note-needing-linked-decision-control"	"evidence-only-needs-controlled-environment-binding"	"document-route:R13-candidate; unit-kind:markdown-flow-or-list-item; source-document-class:R13-PN; current-applicability:Project-local access/API note with unbound environment and unsafe example credentials; not a production configuration or project authorization.; ledger-history:Present by the initial 2026-07-13 commit and changed on 2026-07-16; no named approver or target-build binding."	"BOUND-R13-001,RES-R13-ENV-001,RES-R13-API-001"	"not-approved"	"evidence-only-not-an-independent-requirement-approval-unit;named-approver;approval-date;approved-scope;version-or-sha256-binding"
