"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R08-A0001"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"line 3"	"8005 多仓位 AGV"	"宿迁长电多仓位 AGV 项目的统一领域用语：覆盖 MES/调度编排与 RIoT SDK 消费边界。实现细节见各子系统代码与 `docs/adr/`。"	"宿迁长电多仓位 AGV 项目的统一领域用语：覆盖 MES/调度编排与 RIoT SDK 消费边界。实现细节见各子系统代码与 `docs/adr/`。"	"9bd32b87a6c79d6f3fd5b107b404c0ab66054793db91f155dcc598320205dc33"	"source-status-rationale-or-derivation-evidence"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-business-operation"	"evidence-only"	"document-route:R08-candidate; unit-kind:context-carrier-scope; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0002"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 9-11"	"8005 多仓位 AGV > Language > 部署角色"	"ControlServer（服务端）：跨车辆共享的中央业务主体，掌握全局搬运任务与调度事实。"	"**ControlServer（服务端）**: 跨车辆共享的中央业务主体，掌握全局搬运任务与调度事实。 _Avoid_: 本地服务器（易与车载节点混淆）、后台（泛称）"	"79a90be7f2a50c89e1d97ddeb3b3a79f61bb8cea396f12d45210da2edf109f31"	"domain-term-or-invariant-definition-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0003"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"line 11"	"8005 多仓位 AGV > Language > 部署角色"	"ControlServer（服务端） 禁用同义词：本地服务器（易与车载节点混淆）、后台（泛称）"	"**ControlServer（服务端）**: 跨车辆共享的中央业务主体，掌握全局搬运任务与调度事实。 _Avoid_: 本地服务器（易与车载节点混淆）、后台（泛称）"	"3529e2ee1c487c66bc025bc71b4161c6e1320f446ea6f235ba86503be9e2ace2"	"canonical-term-and-prohibited-synonym-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-avoid; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0004"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 13-15"	"8005 多仓位 AGV > Language > 部署角色"	"OnboardHmi（车载上位机）：随单台多仓位 AGV 部署、面向本车现场操作与仓位硬件的边缘业务节点；"	"**OnboardHmi（车载上位机）**: 随单台多仓位 AGV 部署、面向本车现场操作与仓位硬件的边缘业务节点；一台 AGV 对应一台。 _Avoid_: 上位机（脱离上下文时歧义）、操作台、客户端（泛称）"	"092f681e66fb03ac7b6dd08a7fdd0b51212ba8b7f82afe3f71baca31e463fca4"	"operator-facing-product-behavior-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-onboard-operator-experience"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"operator-workflow-source;responsible-product-or-operations-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0005"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 13-15"	"8005 多仓位 AGV > Language > 部署角色"	"OnboardHmi（车载上位机）：一台 AGV 对应一台。"	"**OnboardHmi（车载上位机）**: 随单台多仓位 AGV 部署、面向本车现场操作与仓位硬件的边缘业务节点；一台 AGV 对应一台。 _Avoid_: 上位机（脱离上下文时歧义）、操作台、客户端（泛称）"	"ad00092fc9f8ddf9cea48934c766bef3d87172d55df2fc44fe69d4e72fd22732"	"operator-facing-product-behavior-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-onboard-operator-experience"	"needs-operator-product-owner-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"operator-workflow-source;responsible-product-or-operations-owner;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0006"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"line 15"	"8005 多仓位 AGV > Language > 部署角色"	"OnboardHmi（车载上位机） 禁用同义词：上位机（脱离上下文时歧义）、操作台、客户端（泛称）"	"**OnboardHmi（车载上位机）**: 随单台多仓位 AGV 部署、面向本车现场操作与仓位硬件的边缘业务节点；一台 AGV 对应一台。 _Avoid_: 上位机（脱离上下文时歧义）、操作台、客户端（泛称）"	"3096011ac6b407cccb20e5b6e7018d39e0561aef1f64a1bb2690d74f5b83f4be"	"canonical-term-and-prohibited-synonym-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-avoid; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0007"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 17-19"	"8005 多仓位 AGV > Language > 部署角色"	"OperatorTerminal（操作终端）：不随 AGV 移动的固定访问终端；"	"**OperatorTerminal（操作终端）**: 不随 AGV 移动的固定访问终端；若项目部署此类终端，不与车载上位机混称。 _Avoid_: 上位机、车载上位机"	"c3ae9e080f31bd0750b97fe53b4622f33d2a129ea0686f807c3cc7ae865d805c"	"domain-term-or-invariant-definition-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0008"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 17-19"	"8005 多仓位 AGV > Language > 部署角色"	"OperatorTerminal（操作终端）：若项目部署此类终端，不与车载上位机混称。"	"**OperatorTerminal（操作终端）**: 不随 AGV 移动的固定访问终端；若项目部署此类终端，不与车载上位机混称。 _Avoid_: 上位机、车载上位机"	"86994cd86e4c29943b65cf3fba259c2dc629c0ac4f61c6900381085ce51a988a"	"domain-term-or-invariant-definition-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0009"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"line 19"	"8005 多仓位 AGV > Language > 部署角色"	"OperatorTerminal（操作终端） 禁用同义词：上位机、车载上位机"	"**OperatorTerminal（操作终端）**: 不随 AGV 移动的固定访问终端；若项目部署此类终端，不与车载上位机混称。 _Avoid_: 上位机、车载上位机"	"d30eb87eb82440c6a2c091ab47f5ff1963f4318d45e8f7d1e54edbfce2605dfd"	"canonical-term-and-prohibited-synonym-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-avoid; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0010"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 23-25"	"8005 多仓位 AGV > Language > 仓位操作与恢复"	"断联仓位操作收敛（ConnectionLossSlotContainment）：车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；"	"**断联仓位操作收敛（ConnectionLossSlotContainment）**: 车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。连接恢复本身不构成授权。 _Avoid_: 断线续跑、自动取消超时、连接恢复即续跑、重连后重复人工确认"	"095cf6ac7a484965b56b8c8a7a34bb2ce907e8efd5581145ff57289f67b0e8cb"	"domain-term-or-invariant-definition-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-cross-domain-language-and-model"	"needs-domain-owner-and-explicit-approval-before-context-update"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"domain-concept-resolution;context-update-after-explicit-approval;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0011"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 23-25"	"8005 多仓位 AGV > Language > 仓位操作与恢复"	"断联仓位操作收敛（ConnectionLossSlotContainment）：已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。"	"**断联仓位操作收敛（ConnectionLossSlotContainment）**: 车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。连接恢复本身不构成授权。 _Avoid_: 断线续跑、自动取消超时、连接恢复即续跑、重连后重复人工确认"	"bab9c1d4199ac034f093a8962e12664a6caedfc1e191860e1b99945923c956e9"	"identity-role-or-authorization-rule-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-identity-role-and-operation-authorization"	"needs-role-authority-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"authorized-role-policy-source;responsible-security-or-business-authority;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0012"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 23-25"	"8005 多仓位 AGV > Language > 仓位操作与恢复"	"断联仓位操作收敛（ConnectionLossSlotContainment）：若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；"	"**断联仓位操作收敛（ConnectionLossSlotContainment）**: 车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。连接恢复本身不构成授权。 _Avoid_: 断线续跑、自动取消超时、连接恢复即续跑、重连后重复人工确认"	"806d12ee132cf47ef8b3f05f1feaf8b099c25f1accbcd8639cd01bb9a42347b4"	"identity-role-or-authorization-rule-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-identity-role-and-operation-authorization"	"needs-role-authority-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"authorized-role-policy-source;responsible-security-or-business-authority;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0013"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 23-25"	"8005 多仓位 AGV > Language > 仓位操作与恢复"	"断联仓位操作收敛（ConnectionLossSlotContainment）：若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。"	"**断联仓位操作收敛（ConnectionLossSlotContainment）**: 车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。连接恢复本身不构成授权。 _Avoid_: 断线续跑、自动取消超时、连接恢复即续跑、重连后重复人工确认"	"8b3e90d7367b68ca489549a1dbe528bb1eaa5a91c836b4b71cd09c7c870bb246"	"physical-fact-or-hardware-constraint-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-current-AGV-fleet-hardware-and-field-signals"	"needs-hardware-field-evidence-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003,EVID-R08-001"	"not-approved"	"bound-hardware-or-field-evidence;responsible-hardware-authority;named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R08-A0014"	"R08"	"R08-01"	"CONTEXT.md"	"221b4e6942ba0fb0c12277a2e7c3311414b979b2ac90280d6400a805a0f937de"	"lines 23-25"	"8005 多仓位 AGV > Language > 仓位操作与恢复"	"断联仓位操作收敛（ConnectionLossSlotContainment）：连接恢复本身不构成授权。"	"**断联仓位操作收敛（ConnectionLossSlotContainment）**: 车载上位机与服务端失联后限制仓位操作风险范围的保护策略：禁止扩大当前开锁集合；已经开始或发送结果不确定的开锁集合完成安全收尾后暂停，且不设置自动取消超时，直至重连对账并获得服务端明确授权。若只是通信断联且物理状态始终有效，服务端授权到达后车载端直接继续，不要求操作员重复确认；若同时存在锁 DI 等硬件故障，则必须另行取得 HardwareRecoveryConfirmation。连接恢复本身不构成授权。 _Avoid_: 断线续跑、自动取消超时、连接恢复即续跑、重连后重复人工确认"	"c45c5851bf9ef27acae3d2a7a0daf0e57bcfbf15ceea20ad173d76e20be0c391"	"identity-role-or-authorization-rule-candidate"	"unapproved-ai-modified-runtime-vocabulary-carrier"	"8005-identity-role-and-operation-authorization"	"needs-role-authority-and-explicit-approval"	"document-route:R08-candidate; unit-kind:context-definition; source-document-class:V + DM + BR? + DD; ledger-history:H1; see R08 identity/history groups and any explicit supersession"	"RES-R08-003"	"not-approved"	"authorized-role-policy-source;responsible-security-or-business-authority;named-approver;approval-date;approved-scope;version-or-sha256-binding"
