"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R01-A0001"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"paragraph P0001"	"document-root"	"宿迁长电多仓位AGV项目 待处理事项清单"	"宿迁长电多仓位AGV项目 待处理事项清单"	"f0e58c9e4fc480ace0eea1cd58e55497e3c29dee143b51cfc72b5c4286095d27"	"historical-state-evidence"	"historical-worklist"	"dispatch-and-fleet,onboard-and-site-operations"	"evidence-only"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0002"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"paragraph P0002"	"document-root"	"整理日期：2026-07-17 ｜ 本周重点：推进 MES / RIOT 文档与验证"	"整理日期：2026-07-17 ｜ 本周重点：推进 MES / RIOT 文档与验证"	"391e3b794759bf89a16e023fd118f801a8330b4066cff6e3198b3392c762e0d5"	"historical-state-evidence"	"historical-worklist"	"MES-integration,dispatch-and-fleet,onboard-and-site-operations"	"evidence-only"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0003"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"paragraph P0003"	"document-root"	"说明：本文档汇总当前 MES、RIOT、应用侧待办，并标出预计时间与需对外沟通协调的事项。"	"说明：本文档汇总当前 MES、RIOT、应用侧待办，并标出预计时间与需对外沟通协调的事项。时间估值为工作日口径，可按现场联调窗口调整；“依赖客户/IT”项的等待时间不计入本团队净工时。"	"2b21a1e382891cc7ed967027c57d5e4f84117c164fdb496206481396d0ad015f"	"unresolved-question"	"historical-worklist"	"MES-integration,dispatch-and-fleet,onboard-and-site-operations"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0004"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"paragraph P0003"	"document-root"	"时间估值为工作日口径，可按现场联调窗口调整；"	"说明：本文档汇总当前 MES、RIOT、应用侧待办，并标出预计时间与需对外沟通协调的事项。时间估值为工作日口径，可按现场联调窗口调整；“依赖客户/IT”项的等待时间不计入本团队净工时。"	"043e1f8436b587e6bdc80248e6d8c62373b5a524f8ea541b5d8651cd09854df3"	"unresolved-question"	"historical-worklist"	"project-governance"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0005"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"paragraph P0003"	"document-root"	"“依赖客户/IT”项的等待时间不计入本团队净工时。"	"说明：本文档汇总当前 MES、RIOT、应用侧待办，并标出预计时间与需对外沟通协调的事项。时间估值为工作日口径，可按现场联调窗口调整；“依赖客户/IT”项的等待时间不计入本团队净工时。"	"0b071e2a942f1c8e35455497ad484db2eb36ff3cd3b881928e1b83537b8b0ba9"	"unresolved-question"	"historical-worklist"	"project-governance"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0006"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"table T01 row R002"	"一、总览"	"类别=MES | 待处理项数=8 | 本周优先=是 | 主要阻塞=第六类任务SQL未反馈；"	"类别=MES | 待处理项数=8 | 本周优先=是 | 主要阻塞=第六类任务SQL未反馈；现场验证不足；共晶排除清单；AREA清单"	"5d2fba63777b0cdee1684da23a1ad4c63b2bb8ed45fd77ba0131b601364e848f"	"unresolved-question"	"historical-worklist"	"MES-integration"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0007"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"table T01 row R002"	"一、总览"	"现场验证不足；"	"类别=MES | 待处理项数=8 | 本周优先=是 | 主要阻塞=第六类任务SQL未反馈；现场验证不足；共晶排除清单；AREA清单"	"2e54727f49e52beaa127c9ccb4bf291fdadd151925a913c68527a8bcf0ac5699"	"unresolved-question"	"historical-worklist"	"project-governance"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0008"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"table T01 row R002"	"一、总览"	"共晶排除清单；"	"类别=MES | 待处理项数=8 | 本周优先=是 | 主要阻塞=第六类任务SQL未反馈；现场验证不足；共晶排除清单；AREA清单"	"2482b34fa7abb725e1a69f5b2d0734df372cfc17f9e8082e1b80b7f9f36d2885"	"unresolved-question"	"historical-worklist"	"project-governance"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0009"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"table T01 row R002"	"一、总览"	"AREA清单"	"类别=MES | 待处理项数=8 | 本周优先=是 | 主要阻塞=第六类任务SQL未反馈；现场验证不足；共晶排除清单；AREA清单"	"0bc8ba7ba993440e803dce8f319a3a712e5af800d3b9374afdfb67b9ec252604"	"unresolved-question"	"historical-worklist"	"project-governance"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R01-A0010"	"R01"	"R01-03"	"mes/docs/待处理事项清单-MES-RIOT-应用.docx"	"966aec692696684299439c170b1a88dab7e9a3b3c0820c8c6417542d6c83980e"	"table T01 row R003"	"一、总览"	"类别=RIOT API | 待处理项数=5 | 本周优先=是 | 主要阻塞=订单状态契约未探明；"	"类别=RIOT API | 待处理项数=5 | 本周优先=是 | 主要阻塞=订单状态契约未探明；地图/路径API未测；可用API清单筛选中"	"17a6f5b04bce8b477cf6b639d77f199d5acd155a546674553f8df2f8736b3ae8"	"unresolved-question"	"historical-worklist"	"dispatch-and-fleet,onboard-and-site-operations"	"needs-question-resolution"	"historical-worklist; statements that prescribe a suggested action are not customer requirements"	"none-found-within-r01-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
